UF,Município,co_municipio_ibge,Laboratório,Total de Doses Aplicadas,1ª Dose,2ª Dose,Dose Reforço,2ª Dose Reforço,Dose Adicional,Dose Única
MG,Nova Resende,314510,Pfizer,15.743,5.397,4.763,2.363,8,3.212,0
MG,Nova Resende,314510,Astrazeneca,10.470,4.596,4.572,51,252,999,0
MG,Nova Resende,314510,Coronavac,9.367,4.734,4.374,6,37,216,0
MG,Nova Resende,314510,Janssen,1.637,0,0,111,399,942,185
MG,Nova Resende,314510,-,73,8,47,2,9,7,0
MG,Nova Serrana,314520,Pfizer,80.571,36.332,28.576,15.216,65,382,0
MG,Nova Serrana,314520,Astrazeneca,45.305,23.141,21.968,119,72,5,0
MG,Nova Serrana,314520,Coronavac,39.260,20.642,18.603,15,0,0,0
MG,Nova Serrana,314520,Janssen,8.257,0,0,5.279,305,2,2.671
MG,Nova União,313660,Pfizer,7.364,2.022,1.909,3.190,243,0,0
MG,Nova União,313660,Astrazeneca,3.780,1.712,1.712,253,103,0,0
MG,Nova União,313660,Coronavac,3.113,1.619,1.494,0,0,0,0
MG,Nova União,313660,Janssen,386,0,0,174,87,54,71
MG,Nova União,313660,-,173,51,121,1,0,0,0
MG,Novo Cruzeiro,314530,Pfizer,28.313,10.789,9.476,7.777,165,106,0
MG,Novo Cruzeiro,314530,Astrazeneca,13.122,5.730,5.504,1.726,162,0,0
MG,Novo Cruzeiro,314530,Coronavac,11.028,5.962,5.063,2,1,0,0
MG,Novo Cruzeiro,314530,Janssen,1.496,0,0,786,77,25,608
MG,Novo Cruzeiro,314530,-,434,37,396,1,0,0,0
MG,Novo Oriente De Minas,314535,Pfizer,7.407,3.129,2.164,2.113,1,0,0
MG,Novo Oriente De Minas,314535,Astrazeneca,5.402,2.829,2.408,165,0,0,0
MG,Novo Oriente De Minas,314535,Coronavac,3.667,2.001,1.664,2,0,0,0
MG,Novo Oriente De Minas,314535,Janssen,176,0,0,80,0,0,96
MG,Novorizonte,314537,Pfizer,4.228,1.657,1.246,1.314,1,10,0
MG,Novorizonte,314537,Astrazeneca,3.082,1.357,1.227,497,0,1,0
MG,Novorizonte,314537,Coronavac,2.285,1.238,1.047,0,0,0,0
MG,Novorizonte,314537,Janssen,175,0,0,1,88,36,50
MG,Olaria,314540,Pfizer,2.246,628,597,1.012,9,0,0
MG,Olaria,314540,Astrazeneca,2.149,896,926,272,55,0,0
MG,Olaria,314540,Coronavac,948,493,455,0,0,0,0
MG,Olaria,314540,Janssen,237,0,0,130,63,2,42
MG,Olaria,314540,-,15,2,13,0,0,0,0
MG,Olhos-D'Água,314545,Pfizer,4.834,1.818,1.436,1.294,2,284,0
MG,Olhos-D'Água,314545,Astrazeneca,4.107,2.009,1.830,237,19,12,0
MG,Olhos-D'Água,314545,Coronavac,1.837,1.018,818,0,0,1,0
MG,Olhos-D'Água,314545,Janssen,547,0,0,192,69,161,125
MG,Olhos-D'Água,314545,-,70,7,62,0,0,1,0
MG,Olímpio Noronha,314550,Pfizer,3.172,884,774,1.415,28,71,0
MG,Olímpio Noronha,314550,Astrazeneca,2.416,1.113,1.064,72,155,12,0
MG,Olímpio Noronha,314550,Coronavac,998,517,481,0,0,0,0
MG,Olímpio Noronha,314550,Janssen,182,0,0,43,76,14,49
MG,Olímpio Noronha,314550,-,19,12,7,0,0,0,0
MG,Oliveira,314560,Pfizer,47.192,14.205,13.385,18.490,612,500,0
MG,Oliveira,314560,Astrazeneca,27.953,12.034,11.722,2.702,1.203,292,0
MG,Oliveira,314560,Coronavac,21.196,10.902,10.280,11,0,3,0
MG,Oliveira,314560,Janssen,6.513,0,0,2.884,1.905,543,1.181
MG,Oliveira Fortes,314570,Pfizer,2.226,716,598,912,0,0,0
MG,Oliveira Fortes,314570,Astrazeneca,1.857,741,733,382,1,0,0
MG,Oliveira Fortes,314570,Coronavac,971,509,462,0,0,0,0
MG,Oliveira Fortes,314570,Janssen,97,0,0,47,0,0,50
MG,Oliveira Fortes,314570,-,29,10,19,0,0,0,0
MG,Onça De Pitangui,314580,Pfizer,3.038,993,891,1.090,60,4,0
MG,Onça De Pitangui,314580,Astrazeneca,2.019,913,807,291,7,1,0
MG,Onça De Pitangui,314580,Coronavac,1.430,790,639,0,0,1,0
MG,Onça De Pitangui,314580,Janssen,359,0,0,242,75,0,42
MG,Oratórios,314585,Pfizer,4.811,1.584,1.421,1.771,0,35,0
MG,Oratórios,314585,Astrazeneca,4.578,1.961,1.819,550,248,0,0
MG,Oratórios,314585,Coronavac,2.190,1.122,1.067,1,0,0,0
MG,Oratórios,314585,Janssen,548,0,0,464,6,0,78
MG,Oratórios,314585,-,77,35,41,0,1,0,0
MG,Orizânia,314587,Pfizer,7.405,2.921,2.277,724,66,1.417,0
MG,Orizânia,314587,Astrazeneca,3.568,1.843,1.723,2,0,0,0
MG,Orizânia,314587,Coronavac,3.508,1.853,1.652,2,0,1,0
MG,Orizânia,314587,Janssen,133,0,0,0,0,56,77
MG,Orizânia,314587,-,18,9,9,0,0,0,0
MG,Ouro Branco,314590,Pfizer,42.262,12.508,11.241,3.389,398,14.726,0
MG,Ouro Branco,314590,Astrazeneca,33.642,13.647,12.996,212,747,6.040,0
MG,Ouro Branco,314590,Coronavac,17.985,9.576,8.398,0,0,11,0
MG,Ouro Branco,314590,Janssen,1.973,0,0,228,27,781,937
MG,Ouro Branco,314590,-,191,93,96,0,1,1,0
MG,Ouro Fino,314600,Pfizer,30.670,9.931,8.606,11.445,327,361,0
MG,Ouro Fino,314600,Astrazeneca,22.479,9.663,8.797,3.123,723,173,0
MG,Ouro Fino,314600,Coronavac,13.570,7.370,6.179,18,0,3,0
MG,Ouro Fino,314600,Janssen,2.184,0,0,750,684,138,612
MG,Ouro Fino,314600,-,409,73,334,2,0,0,0
MG,Ouro Preto,314610,Pfizer,84.411,26.092,24.054,32.921,262,1.082,0
MG,Ouro Preto,314610,Astrazeneca,55.790,26.753,25.748,2.045,655,589,0
MG,Ouro Preto,314610,Coronavac,35.021,18.266,16.654,101,0,0,0
MG,Ouro Preto,314610,Janssen,7.832,0,0,2.869,403,721,3.839
MG,Ouro Preto,314610,-,46,12,31,0,2,1,0
MG,Ouro Verde De Minas,314620,Astrazeneca,4.640,2.508,2.110,22,0,0,0
MG,Ouro Verde De Minas,314620,Pfizer,4.167,1.714,1.054,1.399,0,0,0
MG,Ouro Verde De Minas,314620,Coronavac,2.008,1.069,937,2,0,0,0
MG,Ouro Verde De Minas,314620,Janssen,143,0,0,28,0,1,114
MG,Ouro Verde De Minas,314620,-,1,0,1,0,0,0,0
MG,Padre Carvalho,314625,Pfizer,4.149,1.675,1.264,1.204,0,6,0
MG,Padre Carvalho,314625,Astrazeneca,3.548,1.638,1.472,417,21,0,0
MG,Padre Carvalho,314625,Coronavac,1.641,890,745,6,0,0,0
MG,Padre Carvalho,314625,Janssen,137,0,0,16,48,15,58
MG,Padre Carvalho,314625,-,37,6,31,0,0,0,0
MG,Padre Paraíso,314630,Pfizer,12.692,5.258,3.973,3.122,0,339,0
MG,Padre Paraíso,314630,Astrazeneca,10.896,5.218,4.767,903,7,1,0
MG,Padre Paraíso,314630,Coronavac,6.099,3.283,2.815,1,0,0,0
MG,Padre Paraíso,314630,Janssen,416,0,0,110,28,46,232
MG,Pai Pedro,314655,Pfizer,5.382,1.752,1.463,2.166,1,0,0
MG,Pai Pedro,314655,Astrazeneca,4.341,2.215,2.123,3,0,0,0
MG,Pai Pedro,314655,Coronavac,1.524,771,753,0,0,0,0
MG,Pai Pedro,314655,Janssen,82,0,0,37,0,4,41
MG,Paineiras,314640,Pfizer,4.528,1.451,1.362,1.712,1,2,0
MG,Paineiras,314640,Astrazeneca,4.136,1.477,1.448,1.025,186,0,0
MG,Paineiras,314640,Coronavac,2.149,1.124,1.025,0,0,0,0
MG,Paineiras,314640,Janssen,420,0,0,78,268,0,74
MG,Paineiras,314640,-,41,0,41,0,0,0,0
MG,Pains,314650,Pfizer,9.517,2.799,2.659,3.929,69,61,0
MG,Pains,314650,Astrazeneca,6.334,2.768,2.695,613,258,0,0
MG,Pains,314650,Coronavac,3.869,1.939,1.904,25,0,1,0
MG,Pains,314650,Janssen,1.452,0,0,920,318,0,214
MG,Paiva,314660,Pfizer,1.754,447,390,906,11,0,0
MG,Paiva,314660,Astrazeneca,1.735,705,713,234,83,0,0
MG,Paiva,314660,Coronavac,864,458,406,0,0,0,0
MG,Paiva,314660,Janssen,200,0,0,42,122,5,31
MG,Paiva,314660,-,7,0,7,0,0,0,0
MG,Palma,314670,Pfizer,5.022,1.809,1.392,1.819,1,1,0
MG,Palma,314670,Astrazeneca,3.998,1.898,1.681,271,148,0,0
MG,Palma,314670,Coronavac,2.459,1.318,1.141,0,0,0,0
MG,Palma,314670,Janssen,262,0,0,121,30,0,111
MG,Palmópolis,314675,Pfizer,6.995,2.340,2.046,2.579,21,9,0
MG,Palmópolis,314675,Astrazeneca,3.448,1.568,1.481,96,301,2,0
MG,Palmópolis,314675,Coronavac,3.273,1.747,1.524,2,0,0,0
MG,Palmópolis,314675,Janssen,490,0,0,365,1,2,122
MG,Palmópolis,314675,-,79,24,55,0,0,0,0
MG,Papagaios,314690,Pfizer,10.435,4.468,3.347,2.616,0,4,0
MG,Papagaios,314690,Astrazeneca,9.187,4.722,4.410,55,0,0,0
MG,Papagaios,314690,Coronavac,5.557,3.029,2.528,0,0,0,0
MG,Papagaios,314690,Janssen,294,0,0,92,0,0,202
MG,Pará De Minas,314710,Pfizer,88.237,30.989,26.021,29.374,1.351,502,0
MG,Pará De Minas,314710,Astrazeneca,63.765,29.906,28.864,4.000,975,20,0
MG,Pará De Minas,314710,Coronavac,38.021,20.352,17.618,49,0,2,0
MG,Pará De Minas,314710,Janssen,14.718,0,0,9.141,2.528,147,2.902
MG,Pará De Minas,314710,-,1.821,507,1.276,35,1,2,0
MG,Paracatu,314700,Pfizer,88.923,33.027,27.765,26.959,628,544,0
MG,Paracatu,314700,Astrazeneca,54.560,25.154,24.374,4.308,553,171,0
MG,Paracatu,314700,Coronavac,38.254,19.994,18.247,5,3,5,0
MG,Paracatu,314700,Janssen,9.208,0,0,4.435,1.563,21,3.189
MG,Paraguaçu,314720,Astrazeneca,17.325,8.831,8.479,13,0,2,0
MG,Paraguaçu,314720,Pfizer,13.104,5.319,4.699,3.083,2,1,0
MG,Paraguaçu,314720,Coronavac,7.105,3.593,3.511,0,0,1,0
MG,Paraguaçu,314720,Janssen,384,0,0,5,0,1,378
MG,Paraisópolis,314730,Pfizer,18.851,6.456,5.829,6.547,2,17,0
MG,Paraisópolis,314730,Astrazeneca,15.612,6.466,6.182,2.236,727,1,0
MG,Paraisópolis,314730,Coronavac,8.334,4.302,4.028,4,0,0,0
MG,Paraisópolis,314730,Janssen,2.648,0,0,2.056,218,16,358
MG,Paraisópolis,314730,-,67,40,27,0,0,0,0
MG,Paraopeba,314740,Pfizer,21.203,7.890,6.981,6.034,244,54,0
MG,Paraopeba,314740,Astrazeneca,20.006,7.375,7.144,4.739,742,6,0
MG,Paraopeba,314740,Coronavac,11.281,5.974,5.262,44,0,1,0
MG,Paraopeba,314740,Janssen,1.434,0,0,857,122,6,449
MG,Paraopeba,314740,-,264,19,225,20,0,0,0
MG,Passa Quatro,314760,Pfizer,15.077,4.827,3.996,5.804,162,288,0
MG,Passa Quatro,314760,Astrazeneca,11.959,5.666,5.289,811,85,108,0
MG,Passa Quatro,314760,Coronavac,6.172,3.353,2.812,6,1,0,0
MG,Passa Quatro,314760,Janssen,1.114,0,0,408,305,66,335
MG,Passa Quatro,314760,-,134,25,108,1,0,0,0
MG,Passa Tempo,314770,Pfizer,8.003,2.497,2.151,3.188,9,158,0
MG,Passa Tempo,314770,Astrazeneca,6.670,3.222,3.120,224,104,0,0
MG,Passa Tempo,314770,Coronavac,4.215,2.172,2.043,0,0,0,0
MG,Passa Tempo,314770,Janssen,1.051,0,0,950,17,0,84
MG,Passa-Vinte,314780,Pfizer,2.609,609,570,1.405,13,12,0
MG,Passa-Vinte,314780,Astrazeneca,2.302,1.023,990,227,62,0,0
MG,Passa-Vinte,314780,Coronavac,945,475,469,1,0,0,0
MG,Passa-Vinte,314780,Janssen,224,0,0,47,137,0,40
MG,Passa-Vinte,314780,-,25,14,11,0,0,0,0
MG,Passabém,314750,Pfizer,2.038,495,449,256,2,836,0
MG,Passabém,314750,Astrazeneca,1.369,620,609,3,128,9,0
MG,Passabém,314750,Coronavac,902,457,445,0,0,0,0
MG,Passabém,314750,Janssen,281,0,0,66,132,0,83
MG,Passabém,314750,-,24,10,14,0,0,0,0
MG,Passos,314790,Pfizer,101.129,33.261,29.121,37.376,582,789,0
MG,Passos,314790,Astrazeneca,76.001,34.242,32.116,8.009,1.041,593,0
MG,Passos,314790,Coronavac,47.649,25.246,22.194,203,1,5,0
MG,Passos,314790,Janssen,6.688,0,0,2.458,733,1.334,2.163
MG,Passos,314790,-,50,10,35,1,0,4,0
MG,Patis,314795,Pfizer,3.815,1.614,1.276,920,0,5,0
MG,Patis,314795,Astrazeneca,2.554,1.388,932,234,0,0,0
MG,Patis,314795,Coronavac,1.435,791,643,1,0,0,0
MG,Patis,314795,Janssen,303,0,0,200,0,14,89
MG,Patis,314795,-,78,1,76,1,0,0,0
MG,Patos De Minas,314800,Pfizer,157.616,50.399,43.607,60.593,565,2.452,0
MG,Patos De Minas,314800,Astrazeneca,120.281,49.418,47.896,14.965,6.681,1.321,0
MG,Patos De Minas,314800,Coronavac,74.763,39.041,35.622,85,4,11,0
MG,Patos De Minas,314800,Janssen,12.714,0,0,4.502,3.222,604,4.386
MG,Patos De Minas,314800,-,1.077,101,953,20,0,3,0
MG,Patrocínio,314810,Pfizer,65.561,27.845,23.976,13.634,25,81,0
MG,Patrocínio,314810,Astrazeneca,49.549,24.401,21.519,1.997,1.534,98,0
MG,Patrocínio,314810,Coronavac,37.170,19.479,17.687,2,1,1,0
MG,Patrocínio,314810,Janssen,9.638,0,0,2.717,1.669,432,4.820
MG,Patrocínio,314810,-,200,76,122,2,0,0,0
MG,Patrocínio Do Muriaé,314820,Astrazeneca,4.713,2.220,2.271,212,7,3,0
MG,Patrocínio Do Muriaé,314820,Pfizer,4.641,1.585,985,1.829,146,96,0
MG,Patrocínio Do Muriaé,314820,Coronavac,2.428,1.279,1.149,0,0,0,0
MG,Patrocínio Do Muriaé,314820,Janssen,257,0,0,73,89,31,64
MG,Patrocínio Do Muriaé,314820,-,16,2,14,0,0,0,0
MG,Paula Cândido,314830,Pfizer,9.735,2.644,2.271,4.797,0,23,0
MG,Paula Cândido,314830,Astrazeneca,6.386,3.008,2.961,394,20,3,0
MG,Paula Cândido,314830,Coronavac,4.534,2.268,2.261,5,0,0,0
MG,Paula Cândido,314830,Janssen,380,0,0,164,56,0,160
MG,Paula Cândido,314830,-,44,8,34,2,0,0,0
MG,Paulistas,314840,Pfizer,5.019,1.466,1.275,2.056,6,216,0
MG,Paulistas,314840,Astrazeneca,4.399,1.915,1.808,642,34,0,0
MG,Paulistas,314840,Coronavac,1.919,992,925,2,0,0,0
MG,Paulistas,314840,Janssen,239,0,0,65,102,0,72
MG,Paulistas,314840,-,19,0,19,0,0,0,0
MG,Pavão,314850,Astrazeneca,5.288,2.587,2.370,331,0,0,0
MG,Pavão,314850,Pfizer,4.782,1.682,1.358,1.734,0,8,0
MG,Pavão,314850,Coronavac,2.527,1.343,1.181,3,0,0,0
MG,Pavão,314850,Janssen,139,0,0,33,0,14,92
MG,Peçanha,314860,Pfizer,16.172,5.658,4.996,5.242,222,54,0
MG,Peçanha,314860,Astrazeneca,10.550,4.230,4.130,1.561,629,0,0
MG,Peçanha,314860,Coronavac,6.600,3.473,3.124,2,0,1,0
MG,Peçanha,314860,Janssen,1.211,0,0,834,13,0,364
MG,Peçanha,314860,-,181,32,148,1,0,0,0
MG,Pedra Azul,314870,Pfizer,23.038,7.201,6.253,9.281,128,175,0
MG,Pedra Azul,314870,Astrazeneca,13.262,6.315,6.004,313,626,4,0
MG,Pedra Azul,314870,Coronavac,10.109,5.185,4.918,6,0,0,0
MG,Pedra Azul,314870,Janssen,1.792,0,0,748,471,80,493
MG,Pedra Azul,314870,-,73,18,55,0,0,0,0
MG,Pedra Bonita,314875,Pfizer,5.440,2.339,1.757,1.316,22,6,0
MG,Pedra Bonita,314875,Astrazeneca,3.784,1.636,1.555,562,30,1,0
MG,Pedra Bonita,314875,Coronavac,3.132,1.638,1.491,3,0,0,0
MG,Pedra Bonita,314875,Janssen,383,0,0,232,24,0,127
MG,Pedra Bonita,314875,-,20,10,10,0,0,0,0
MG,Pedra Do Anta,314880,Pfizer,3.869,997,870,0,0,2.002,0
MG,Pedra Do Anta,314880,Astrazeneca,2.161,1.083,1.047,0,0,31,0
MG,Pedra Do Anta,314880,Coronavac,2.124,1.088,1.030,0,0,6,0
MG,Pedra Do Anta,314880,Janssen,322,0,0,0,0,247,75
MG,Pedra Do Anta,314880,-,16,16,0,0,0,0,0
MG,Pedra Do Indaiá,314890,Pfizer,3.883,1.152,984,1.656,91,0,0
MG,Pedra Do Indaiá,314890,Astrazeneca,3.647,1.710,1.590,276,71,0,0
MG,Pedra Do Indaiá,314890,Coronavac,1.895,976,919,0,0,0,0
MG,Pedra Do Indaiá,314890,Janssen,475,0,0,303,104,0,68
MG,Pedra Dourada,314900,Pfizer,2.797,868,749,1.100,74,6,0
MG,Pedra Dourada,314900,Astrazeneca,1.881,887,875,119,0,0,0
MG,Pedra Dourada,314900,Coronavac,1.429,746,683,0,0,0,0
MG,Pedra Dourada,314900,Janssen,83,0,0,8,0,34,41
MG,Pedra Dourada,314900,-,29,15,14,0,0,0,0
MG,Pedralva,314910,Pfizer,12.087,3.569,3.409,5.076,20,13,0
MG,Pedralva,314910,Astrazeneca,7.765,3.094,2.697,1.506,463,0,5
MG,Pedralva,314910,Coronavac,6.062,3.127,2.928,7,0,0,0
MG,Pedralva,314910,Janssen,762,0,0,90,284,176,212
MG,Pedralva,314910,-,124,75,40,9,0,0,0
MG,Pedras De Maria Da Cruz,314915,Astrazeneca,7.982,3.647,3.516,762,57,0,0
MG,Pedras De Maria Da Cruz,314915,Pfizer,6.578,2.513,1.862,2.203,0,0,0
MG,Pedras De Maria Da Cruz,314915,Coronavac,2.527,1.340,1.187,0,0,0,0
MG,Pedras De Maria Da Cruz,314915,Janssen,472,0,0,271,59,13,129
MG,Pedras De Maria Da Cruz,314915,-,33,4,28,1,0,0,0
MG,Pedrinópolis,314920,Pfizer,3.336,1.054,934,1.337,7,4,0
MG,Pedrinópolis,314920,Astrazeneca,2.850,1.277,1.215,358,0,0,0
MG,Pedrinópolis,314920,Coronavac,1.892,1.001,891,0,0,0,0
MG,Pedrinópolis,314920,Janssen,585,0,0,240,290,0,55
MG,Pedrinópolis,314920,-,42,13,29,0,0,0,0
MG,Pedro Leopoldo,314930,Pfizer,52.125,18.146,14.967,11.261,329,7.422,0
MG,Pedro Leopoldo,314930,Astrazeneca,35.423,17.875,16.769,277,368,134,0
MG,Pedro Leopoldo,314930,Coronavac,22.416,11.923,10.474,9,1,9,0
MG,Pedro Leopoldo,314930,Janssen,3.556,0,0,703,767,646,1.440
MG,Pedro Leopoldo,314930,-,313,37,274,2,0,0,0
MG,Pedro Teixeira,314940,Pfizer,2.316,617,602,1.004,0,93,0
MG,Pedro Teixeira,314940,Astrazeneca,1.442,688,668,83,0,3,0
MG,Pedro Teixeira,314940,Coronavac,974,516,458,0,0,0,0
MG,Pedro Teixeira,314940,Janssen,319,0,0,137,8,134,40
MG,Pedro Teixeira,314940,-,21,2,18,1,0,0,0
MG,Pequeri,314950,Pfizer,3.217,1.019,858,1.338,1,1,0
MG,Pequeri,314950,Astrazeneca,2.754,1.308,1.225,156,65,0,0
MG,Pequeri,314950,Coronavac,1.397,746,649,2,0,0,0
MG,Pequeri,314950,Janssen,225,0,0,112,21,1,91
MG,Pequeri,314950,-,4,1,3,0,0,0,0
MG,Pequi,314960,Pfizer,3.995,1.437,1.170,1.381,1,6,0
MG,Pequi,314960,Astrazeneca,3.389,1.344,1.314,593,138,0,0
MG,Pequi,314960,Coronavac,1.884,992,892,0,0,0,0
MG,Pequi,314960,Janssen,381,0,0,176,102,0,103
MG,Pequi,314960,-,45,0,45,0,0,0,0
MG,Perdigão,314970,Pfizer,10.705,4.244,3.373,2.647,22,419,0
MG,Perdigão,314970,Astrazeneca,6.939,3.312,3.024,496,103,4,0
MG,Perdigão,314970,Coronavac,4.022,2.165,1.768,87,1,1,0
MG,Perdigão,314970,Janssen,1.056,0,0,486,83,39,448
MG,Perdizes,314980,Pfizer,15.127,5.677,4.924,380,0,4.146,0
MG,Perdizes,314980,Astrazeneca,9.918,4.688,4.320,13,0,897,0
MG,Perdizes,314980,Coronavac,7.445,4.000,3.434,0,0,11,0
MG,Perdizes,314980,Janssen,1.960,0,0,0,1,1.407,552
MG,Perdizes,314980,-,17,8,9,0,0,0,0
MG,Perdões,314990,Pfizer,21.086,6.828,6.041,8.104,31,82,0
MG,Perdões,314990,Astrazeneca,15.273,6.657,6.562,1.326,727,1,0
MG,Perdões,314990,Coronavac,10.136,5.261,4.857,18,0,0,0
MG,Perdões,314990,Janssen,2.074,0,0,1.054,568,1,451
MG,Perdões,314990,-,144,29,112,3,0,0,0
MG,Periquito,314995,Pfizer,5.557,2.240,1.604,1.500,127,86,0
MG,Periquito,314995,Astrazeneca,4.245,2.033,1.804,398,10,0,0
MG,Periquito,314995,Coronavac,2.148,1.153,995,0,0,0,0
MG,Periquito,314995,Janssen,180,0,0,75,1,4,100
MG,Periquito,314995,-,5,0,5,0,0,0,0
MG,Pescador,315000,Pfizer,3.551,1.123,909,1.452,67,0,0
MG,Pescador,315000,Astrazeneca,2.511,1.196,1.147,57,111,0,0
MG,Pescador,315000,Coronavac,1.880,998,881,1,0,0,0
MG,Pescador,315000,Janssen,232,0,0,88,80,3,61
MG,Pescador,315000,-,65,10,55,0,0,0,0
MG,Piau,315010,Pfizer,3.008,859,803,1.338,5,3,0
MG,Piau,315010,Astrazeneca,2.223,994,967,218,44,0,0
MG,Piau,315010,Coronavac,1.319,658,661,0,0,0,0
MG,Piau,315010,Janssen,224,0,0,59,120,0,45
MG,Piau,315010,-,23,21,2,0,0,0,0
MG,Piedade De Caratinga,315015,Pfizer,6.924,2.583,2.138,2.094,7,102,0
MG,Piedade De Caratinga,315015,Astrazeneca,4.795,2.022,2.007,644,122,0,0
MG,Piedade De Caratinga,315015,Coronavac,4.596,2.444,2.150,2,0,0,0
MG,Piedade De Caratinga,315015,Janssen,528,0,0,267,131,36,94
MG,Piedade De Caratinga,315015,-,53,18,34,1,0,0,0
MG,Piedade De Ponte Nova,315020,Pfizer,4.575,1.286,1.253,2.007,9,20,0
MG,Piedade De Ponte Nova,315020,Astrazeneca,2.684,1.133,1.161,188,202,0,0
MG,Piedade De Ponte Nova,315020,Coronavac,2.119,1.083,1.033,3,0,0,0
MG,Piedade De Ponte Nova,315020,Janssen,469,0,0,261,137,0,71
MG,Piedade De Ponte Nova,315020,-,58,10,45,3,0,0,0
MG,Piedade Do Rio Grande,315030,Astrazeneca,4.977,1.840,1.781,1.114,242,0,0
MG,Piedade Do Rio Grande,315030,Pfizer,4.730,1.497,1.313,1.901,1,18,0
MG,Piedade Do Rio Grande,315030,Coronavac,2.137,1.083,1.053,0,1,0,0
MG,Piedade Do Rio Grande,315030,Janssen,567,0,0,162,326,1,78
MG,Piedade Do Rio Grande,315030,-,47,25,22,0,0,0,0
MG,Piedade Dos Gerais,315040,Pfizer,5.224,1.657,1.572,1.918,76,1,0
MG,Piedade Dos Gerais,315040,Astrazeneca,3.878,1.660,1.651,319,248,0,0
MG,Piedade Dos Gerais,315040,Coronavac,2.582,1.306,1.266,10,0,0,0
MG,Piedade Dos Gerais,315040,Janssen,652,0,0,502,50,0,100
MG,Piedade Dos Gerais,315040,-,7,1,6,0,0,0,0
MG,Pimenta,315050,Pfizer,8.511,2.744,2.565,1.425,50,1.727,0
MG,Pimenta,315050,Astrazeneca,6.640,2.868,2.668,38,80,986,0
MG,Pimenta,315050,Coronavac,4.215,2.166,2.043,0,0,6,0
MG,Pimenta,315050,Janssen,777,0,0,20,257,382,118
MG,Pimenta,315050,-,22,6,14,0,0,2,0
MG,Pingo-D'Água,315053,Pfizer,3.714,1.605,1.239,866,3,1,0
MG,Pingo-D'Água,315053,Astrazeneca,2.594,1.316,1.266,10,0,2,0
MG,Pingo-D'Água,315053,Coronavac,1.902,1.013,889,0,0,0,0
MG,Pingo-D'Água,315053,Janssen,122,0,0,34,0,2,86
MG,Pingo-D'Água,315053,-,13,8,5,0,0,0,0
MG,Pintópolis,315057,Pfizer,6.060,2.444,2.010,1.606,0,0,0
MG,Pintópolis,315057,Astrazeneca,5.413,2.252,2.165,996,0,0,0
MG,Pintópolis,315057,Coronavac,2.985,1.588,1.397,0,0,0,0
MG,Pintópolis,315057,Janssen,110,0,0,45,0,0,65
MG,Pintópolis,315057,-,86,26,60,0,0,0,0
MG,Piracema,315060,Pfizer,7.620,2.088,1.957,3.357,140,78,0
MG,Piracema,315060,Astrazeneca,5.306,2.107,2.114,740,343,2,0
MG,Piracema,315060,Coronavac,3.475,1.757,1.716,1,1,0,0
MG,Piracema,315060,Janssen,288,0,0,119,56,5,108
MG,Pirajuba,315070,Pfizer,6.539,2.137,1.854,1.652,88,808,0
MG,Pirajuba,315070,Astrazeneca,4.812,2.227,2.090,434,60,1,0
MG,Pirajuba,315070,Coronavac,2.901,1.552,1.333,12,3,1,0
MG,Pirajuba,315070,Janssen,505,0,0,226,127,76,76
MG,Pirajuba,315070,-,115,20,94,0,1,0,0
MG,Piranga,315080,Pfizer,16.045,4.536,4.187,7.095,88,139,0
MG,Piranga,315080,Astrazeneca,14.884,6.836,6.528,1.074,408,38,0
MG,Piranga,315080,Coronavac,5.583,2.875,2.687,15,5,1,0
MG,Piranga,315080,Janssen,1.785,0,0,635,916,5,229
MG,Piranga,315080,-,23,3,19,1,0,0,0
MG,Piranguçu,315090,Pfizer,5.933,1.942,1.865,2.101,9,16,0
MG,Piranguçu,315090,Astrazeneca,4.734,1.716,1.694,1.137,187,0,0
MG,Piranguçu,315090,Coronavac,2.984,1.511,1.471,2,0,0,0
MG,Piranguçu,315090,Janssen,226,0,0,108,6,0,112
MG,Piranguçu,315090,-,12,9,3,0,0,0,0
MG,Piranguinho,315100,Pfizer,8.719,2.747,2.604,3.336,19,13,0
MG,Piranguinho,315100,Astrazeneca,6.035,2.233,2.216,1.431,154,1,0
MG,Piranguinho,315100,Coronavac,4.192,2.143,2.048,1,0,0,0
MG,Piranguinho,315100,Janssen,441,0,0,157,176,3,105
MG,Piranguinho,315100,-,42,14,28,0,0,0,0
MG,Pirapetinga,315110,Astrazeneca,10.306,4.023,3.955,2.150,174,4,0
MG,Pirapetinga,315110,Pfizer,8.623,3.167,2.708,2.693,20,35,0
MG,Pirapetinga,315110,Coronavac,4.037,2.207,1.823,7,0,0,0
MG,Pirapetinga,315110,Janssen,884,0,0,442,257,1,184
MG,Pirapora,315120,Pfizer,42.808,16.915,14.412,11.343,60,78,0
MG,Pirapora,315120,Astrazeneca,37.842,16.513,15.741,5.560,21,7,0
MG,Pirapora,315120,Coronavac,21.111,11.008,10.096,6,0,1,0
MG,Pirapora,315120,Janssen,3.460,0,0,1.225,788,2,1.445
MG,Pirapora,315120,-,7,4,3,0,0,0,0
MG,Piraúba,315130,Pfizer,10.528,3.434,2.372,4.716,0,6,0
MG,Piraúba,315130,Astrazeneca,9.743,4.015,3.485,1.687,551,5,0
MG,Piraúba,315130,Coronavac,5.102,2.678,2.422,2,0,0,0
MG,Piraúba,315130,Janssen,799,0,0,255,213,51,280
